cluster_id,region,annual_opex,annual_revenue,payback_base,CAPEXC,CAPEXB,CAPEXO
127,Mainland,761280.0,43662528.0,5.47,269951766.08,234740666.16,211266599.54
128,Mainland,1185600.0,125777433.6,5.43,777642566.5,676210927.39,608589834.65
129,Mainland,761280.0,39474489.6,5.48,244058433.42,212224724.71,191002252.24
130,Mainland,380640.0,5836521.6,5.75,36085389.14,31378599.25,28240739.33
131,Mainland,1609920.0,185193590.4,5.42,1144994096.45,995647040.39,896082336.35
132,Mainland,761280.0,26307590.4,5.54,162651610.32,141436182.89,127292564.6
133,Mainland,761280.0,40040582.4,5.48,247558408.3,215268181.13,193741363.02
134,Mainland,1185600.0,161289273.6,5.42,997201175.77,867131457.19,780418311.47
135,Mainland,761280.0,44785689.14,5.47,276895920.41,240779061.22,216701155.1
136,Mainland,1185600.0,86562403.2,5.45,535188288.23,465381120.2,418843008.18
137,Mainland,761280.0,74084407.49,5.43,458040740.12,398296295.76,358466666.18
138,Mainland,1185600.0,129601046.62,5.43,801282770.89,696767626.86,627090864.18
139,Mainland,761280.0,38171952.0,5.49,236005250.48,205221956.94,184699761.25
140,Mainland,380640.0,9775584.0,5.59,60439381.0,52555983.48,47300385.13
141,Mainland,761280.0,36835344.0,5.49,227741420.91,198036018.18,178232416.36
142,Mainland,380640.0,14597856.0,5.52,90253981.82,78481723.32,70633550.99
143,Mainland,761280.0,53314934.4,5.45,329629578.48,286634416.07,257970974.46
144,Mainland,1185600.0,78956841.6,5.46,488165477.6,424491719.65,382042547.69
145,Mainland,761280.0,47716905.6,5.46,295018715.79,256538013.73,230884212.36
146,Mainland,1185600.0,165110400.0,5.42,1020826006.2,887674788.0,798907309.2
147,Mainland,761280.0,69165532.8,5.44,427628875.07,371851195.72,334666076.14
148,Mainland,380640.0,14488254.14,5.52,89576347.79,77892476.34,70103228.71
149,Mainland,380640.0,513676.8,20.76,3175903.13,2761654.9,2485489.41
150,Mainland,761280.0,34848777.6,5.5,215459101.66,187355740.57,168620166.51
151,Mainland,380640.0,11606141.51,5.56,71757146.06,62397518.32,56157766.48
152,Mainland,380640.0,18662716.8,5.49,115385745.88,100335431.2,90301888.08
153,Mainland,761280.0,55311984.0,5.45,341976712.08,297371053.98,267633948.58
154,Mainland,761280.0,49134758.4,5.46,303784856.58,264160744.85,237744670.36
155,Mainland,1185600.0,119170396.8,5.43,736793322.67,640689845.8,576620861.22
156,Mainland,761280.0,54669888.0,5.45,338006833.16,293918985.36,264527086.82
157,Mainland,1609920.0,191779691.73,5.42,1185713902.78,1031055567.64,927950010.88
158,Mainland,761280.0,27046656.0,5.53,167221021.97,145409584.32,130868625.89
159,Mainland,761280.0,37422403.2,5.49,231371024.48,201192195.2,181072975.68
160,Mainland,380640.0,7600320.0,5.66,46990403.46,40861220.4,36775098.36
161,Mainland,380640.0,16584422.4,5.5,102536301.07,89162000.93,80245800.84
162,Mainland,761280.0,27764755.2,5.53,171660804.92,149270265.14,134343238.63
163,Mainland,761280.0,53503632.0,5.45,330796236.77,287648901.54,258884011.39
164,Mainland,761280.0,65443996.8,5.44,404619780.97,351843287.8,316658959.02
165,Mainland,1185600.0,143832124.8,5.42,889269080.1,773277460.96,695949714.86
166,Mainland,761280.0,26446492.8,5.54,163510400.45,142182956.92,127964661.22
167,Mainland,761280.0,21197030.4,5.58,131054614.89,113960534.69,102564481.22
168,Mainland,380640.0,10682380.8,5.57,66045822.24,57431149.78,51688034.8
169,Mainland,380640.0,16020950.4,5.51,99052529.78,86132634.59,77519371.13
170,Mainland,1185600.0,75956025.6,5.46,469612370.03,408358582.63,367522724.37
171,Mainland,1185600.0,104077209.6,5.44,643476862.83,559545098.11,503590588.3
172,Mainland,761280.0,24853046.4,5.55,153658619.31,133616190.71,120254571.64
173,Mainland,1185600.0,129307651.2,5.43,799468798.73,695190259.76,625671233.79
174,Mainland,761280.0,66120163.2,5.44,408800306.51,355478527.4,319930674.66
175,Mainland,380640.0,8250278.4,5.64,51008893.14,44355559.25,39920003.32
176,Mainland,761280.0,59840726.4,5.45,369976511.1,321718705.31,289546834.78
177,Mainland,761280.0,45811584.0,5.47,283238707.75,246294528.48,221665075.63
178,Mainland,380640.0,6179846.4,5.73,38208059.09,33224399.21,29901959.29
179,Mainland,761280.0,30511353.6,5.51,188642164.51,164036664.79,147632998.31
180,Mainland,761280.0,33593414.4,5.5,207697583.29,180606594.17,162545934.75
181,Mainland,761280.0,69375196.8,5.44,428925162.07,372978401.8,335680561.62
182,Mainland,761280.0,23267462.4,5.56,143855448.94,125091694.73,112582525.26
183,Mainland,761280.0,74462169.6,5.43,460376325.21,400327239.31,360294515.38
184,Mainland,1185600.0,79478380.8,5.46,491389991.49,427295644.78,384566080.3
185,Mainland,761280.0,20460585.6,5.58,126501406.83,110001223.33,99001101.0
186,Mainland,1609920.0,174587212.8,5.43,1079418178.24,938624502.82,844762052.53
187,Mainland,1185600.0,115721424.0,5.43,715469401.65,622147305.78,559932575.2
188,Mainland,761280.0,65328681.6,5.44,403906823.12,351223324.45,316100992.01
189,Mainland,380640.0,0.0,inf,0.0,0.0,0.0
190,Mainland,761280.0,62005507.2,5.44,383360674.3,333357108.08,300021397.28
191,Mainland,761280.0,58221072.0,5.45,359962694.09,313011038.34,281709934.51
192,Mainland,380640.0,4473705.6,5.88,27659523.69,24051759.73,21646583.76
193,Mainland,1185600.0,115784323.2,5.43,715858287.74,622485467.6,560236920.84
194,Mainland,761280.0,37410871.68,5.49,231299728.7,201130198.87,181017178.98
195,Mainland,1185600.0,165249302.4,5.42,1021684796.33,888421562.03,799579405.83
196,Mainland,1185600.0,84130605.34,5.45,520153241.98,452307166.94,407076450.25
197,Mainland,380640.0,10451750.4,5.58,64619906.55,56191223.09,50572100.78
198,Mainland,1185600.0,77627320.24,5.46,479945462.53,417343880.46,375609492.41
199,Mainland,761280.0,22627987.2,5.56,139901773.61,121653716.18,109488344.57
200,Mainland,1185600.0,154068969.6,5.42,952560292.48,828313297.81,745481968.03
201,Mainland,761280.0,33742800.0,5.5,208621187.77,181409728.5,163268755.65
202,Mainland,761280.0,46194532.68,5.47,285606359.74,248353356.3,223518020.67
203,Mainland,761280.0,40541155.2,5.48,250653293.49,217959385.64,196163447.08
204,Mainland,761280.0,34725600.0,5.5,214697533.05,186693507.0,168024156.3
205,Mainland,761280.0,26304969.6,5.54,162635406.73,141422092.81,127279883.53
206,Mainland,1185600.0,91468540.8,5.45,565521403.85,491757742.48,442581968.23
207,Mainland,761280.0,34222406.4,5.5,211586444.27,183988212.41,165589391.17
208,Mainland,761280.0,54177439.68,5.45,334962179.09,291271460.08,262144314.07
209,Mainland,380640.0,0.0,inf,0.0,0.0,0.0
210,Mainland,761280.0,45147494.25,5.47,279132848.33,242724215.94,218451794.35
211,Mainland,761280.0,71183548.8,5.43,440105637.37,382700554.24,344430498.81
212,Mainland,761280.0,39243859.2,5.48,242632517.73,210984798.02,189886318.22
213,Mainland,761280.0,29785392.0,5.52,184153770.8,160133713.74,144120342.37
214,Mainland,761280.0,32193907.2,5.51,199044867.62,173082493.58,155774244.23
215,Mainland,380640.0,17373283.2,5.5,107413580.87,93403113.8,84062802.42
216,Mainland,761280.0,26666640.0,5.53,164871501.79,143366523.3,129029870.97
217,Mainland,1185600.0,77004345.6,5.46,476093804.99,413994613.03,372595151.73
218,Mainland,1609920.0,175670111.11,5.43,1086113400.09,944446434.86,850001791.37
219,Mainland,1609920.0,169135948.8,5.43,1045714716.45,909317144.74,818385430.26
