cluster_id,region,annual_opex,annual_revenue,payback_base,CAPEXC,CAPEXB,CAPEXO
235,Mainland,243360.0,516269.38,61.2,19208257.94,16702832.99,15032549.69
236,Mainland,792480.0,2953955.82,44.2,109904532.8,95569158.96,86012243.06
237,Mainland,792480.0,3061769.16,43.7,113915823.05,99057237.44,89151513.69
238,Mainland,474240.0,1366915.14,49.5,50857283.92,44223725.15,39801352.63
239,Mainland,243360.0,408132.11,80.1,15184915.16,13204274.05,11883846.65
240,Mainland,1160640.0,5672977.43,40.7,211068130.76,183537505.01,165183754.51
241,Mainland,792480.0,3428324.42,42.1,127553834.87,110916378.14,99824740.33
242,Mainland,474240.0,652904.68,118.2,24291894.88,21123386.86,19011048.17
243,Mainland,474240.0,1180360.43,54.1,43916351.45,38188131.7,34369318.53
244,Mainland,243360.0,191024.51,inf,7107235.62,6180204.89,5562184.4
245,Mainland,243360.0,90852.99,inf,3380265.59,2939361.38,2645425.25
246,Mainland,474240.0,1221931.49,52.9,45463039.22,39533077.58,35579769.83
247,Mainland,474240.0,877269.63,70.4,32639590.52,28382252.63,25544027.37
248,Mainland,243360.0,338988.04,114.7,12612349.09,10967260.08,9870534.07
249,Mainland,243360.0,162237.48,inf,6036188.56,5248859.62,4723973.65
250,Mainland,474240.0,1523505.58,47.0,56683369.31,49289886.36,44360897.72
251,Mainland,792480.0,2484054.46,47.5,92421438.08,80366467.9,72329821.11
252,Mainland,792480.0,2471068.11,47.6,91938269.25,79946321.08,71951688.97
253,Mainland,792480.0,3480012.32,41.9,129476928.95,112588633.87,101329770.48
254,Mainland,474240.0,1869501.83,43.3,69556465.32,60483882.89,54435494.6
255,Mainland,792480.0,3352080.16,42.4,124717099.99,108449652.17,97604686.95
256,Mainland,243360.0,301850.0,167.0,11230595.72,9765735.41,8789161.87
257,Mainland,474240.0,623804.95,134.9,23209213.44,20181924.73,18163732.26
258,Mainland,474240.0,1875204.06,43.3,69768621.61,60668366.62,54601529.95
259,Mainland,474240.0,1327146.72,50.3,49377664.91,42937099.92,38643389.93
260,Mainland,792480.0,2173835.06,50.9,80879451.68,70329957.98,63296962.19
