cluster_id,region,center_lat,center_lon,area_km2,waste_tonnes_week,waste_from_population,waste_from_objects,polygon
45,Mainland,53.005509247959324,18.523890700510254,37372.716135738825,21871.0,20580.0,1291,"[[18.2583305, 52.2051625], [17.7647103, 52.4406428], [17.5935129, 53.1400745], [18.0050028, 53.5025552], [18.7575282, 53.4963474], [18.9624176, 53.4534328], [19.2465071, 53.3852628], [19.4044651, 53.2542091], [19.4164424, 53.0627435], [19.2501774, 52.6029891], [19.1870308, 52.4943559], [19.1314876, 52.4517715], [18.2583305, 52.2051625]]"
46,Mainland,48.20965866912591,-3.0459924505464624,28501.783254044003,15874.0,11760.0,4114,"[[-3.1892854, 47.3150916], [-3.618559, 47.7902208], [-3.6309251, 47.8144181], [-3.6100907, 48.1394833], [-3.5669826, 48.7200522], [-3.4508624, 48.7914513], [-3.2300691, 48.8434744], [-3.1369815, 48.8430501], [-3.1075828, 48.8406706], [-2.3649157, 48.6265474], [-2.3462489, 48.4168902], [-2.3504573, 48.274648], [-2.3951079, 47.9297911], [-2.3966018, 47.922485], [-2.5142946, 47.7120571], [-2.8805577, 47.3404325], [-3.1892854, 47.3150916]]"
47,Mainland,51.33812893210593,7.03381337231221,22138.563078837717,69267.0,58800.0,10467,"[[6.6767392, 50.8783216], [6.590201, 50.9262391], [6.4404113, 51.1678963], [6.4116776, 51.3630017], [6.6086725, 51.6652213], [7.3585765, 52.0527968], [7.7934557, 51.7618409], [7.8639941, 51.6858212], [7.9616044, 51.5515983], [7.9900878, 51.43062], [7.9842868, 51.3748313], [7.7872206, 51.2816972], [7.6336026, 51.2217846], [6.8907686, 50.9406805], [6.812434, 50.9137167], [6.6767392, 50.8783216]]"
48,Mainland,47.10077901344914,5.068169102056938,21110.67941215229,10943.0,8820.0,2123,"[[5.2815446, 46.4615088], [5.15936, 46.4750196], [4.8721191, 46.5295889], [4.7443357, 46.6444492], [4.3833562, 46.9835579], [4.2767135, 47.1259568], [4.3630811, 47.2238001], [4.5383879, 47.3995576], [5.1662122, 47.9711586], [5.340083, 47.6298272], [5.5127927, 47.1572397], [5.5567779, 47.0268307], [5.5802556, 46.7201391], [5.5695467, 46.6801005], [5.539983, 46.6455484], [5.2815446, 46.4615088]]"
49,Mainland,38.487977213198064,21.47355005939092,40633.40657601448,13168.0,10780.0,2388,"[[21.4917778, 37.6260072], [20.8636188, 37.7275143], [20.4377212, 38.209192], [20.7091994, 39.0003009], [21.3395922, 39.2044789], [21.918645, 39.3666126], [22.1003619, 39.3325618], [22.486745, 39.2451959], [22.4910795, 39.2432807], [22.5838699, 38.8940833], [22.5923159, 38.6377723], [21.8074132, 37.8581023], [21.5919556, 37.6739523], [21.4917778, 37.6260072]]"
50,Mainland,63.0940487305084,9.222281493220327,110757.43851834367,1551.0,1274.0,277,"[[9.409884, 61.525043], [8.564292, 61.838921], [7.928574, 62.720893], [7.858883, 62.942341], [8.0093286, 63.4600345], [8.654262, 63.865339], [9.885479, 63.87368], [10.3238832, 62.5610682], [9.409884, 61.525043]]"
51,Mainland,-12.792519096000001,45.171347780000005,318.30210133236193,3129.0,2940.0,189,"[[45.137884, -12.9385515], [45.0934864, -12.8526657], [45.0693374, -12.6968826], [45.0716299, -12.6967175], [45.2253381, -12.7631415], [45.2793511, -12.7910216], [45.137884, -12.9385515]]"
52,Mainland,55.18449173824715,9.581452742629505,65973.6772613442,19914.0,17689.0,2225,"[[9.5058992, 54.2593912], [9.0276396, 54.3264129], [8.6177166, 54.6410749], [8.1939357, 55.819716], [10.89295, 55.73857], [10.7581767, 54.9495177], [10.7409249, 54.9249202], [9.6854719, 54.3068368], [9.522177, 54.2614549], [9.5058992, 54.2593912]]"
53,Mainland,53.38587764618321,-2.6515724631679394,64023.190230439905,5949.0,0.0,5949,"[[-2.9304217, 52.5243793], [-4.1324794, 52.9287021], [-4.1803402, 53.2560039], [-3.3510513, 54.4245304], [-2.9303063, 54.8431846], [-2.1708487, 53.8469057], [-1.9082637, 53.2482076], [-2.0097232, 53.1072084], [-2.4836761, 52.7176156], [-2.5073348, 52.7011935], [-2.9304217, 52.5243793]]"
54,Mainland,51.355390209646586,12.052035766559552,51038.279404982175,26470.0,21560.0,4910,"[[11.8729162, 50.39005], [11.6962786, 50.4023316], [11.5378854, 50.4645631], [11.3384508, 51.0740039], [11.1290333, 51.7294315], [11.1455171, 51.787835], [11.626959, 52.5481192], [11.8667346, 52.6150851], [11.8987882, 52.5895154], [12.6520121, 51.8743338], [12.8784791, 51.6388462], [12.4169641, 50.4331713], [12.1778766, 50.4120767], [11.8729162, 50.39005]]"
55,Mainland,39.39894928376066,-2.2705523521367508,49385.83594961222,7981.0,7203.0,778,"[[-2.3191263, 38.3677021], [-3.3900117, 38.7518762], [-3.37964, 39.0024237], [-2.6355252, 40.3450314], [-2.4160633, 40.4885594], [-2.0297946, 40.6433669], [-1.7128486, 40.4265537], [-1.363255, 39.9090772], [-1.3090868, 39.1042584], [-2.3191263, 38.3677021]]"
56,Mainland,65.2222793970588,27.516049832352934,193385.25649421397,2282.0,1960.0,322,"[[27.2085708, 63.5572512], [27.003934, 63.740412], [26.5297135, 65.9234704], [26.5356823, 65.9404115], [26.6944588, 66.3752011], [28.170298, 67.2875225], [28.6770337, 66.8176901], [29.1799963, 65.9786592], [28.9311355, 64.8787552], [28.2866747, 64.1375166], [27.5208364, 63.6689633], [27.2085708, 63.5572512]]"
57,Mainland,48.23261623402073,17.68371648577324,32059.956149065496,18784.0,15190.0,3594,"[[17.8297849, 47.4257281], [17.629432, 47.4379406], [17.2354794, 47.5039748], [17.1836724, 47.5627132], [17.0665267, 48.1753479], [17.0382775, 48.610951], [18.0050284, 49.1405526], [18.1186272, 48.9635039], [18.234926, 48.7363765], [18.3914242, 48.3757248], [18.462522, 48.0703718], [18.0729547, 47.5346534], [18.0237076, 47.4990567], [17.8297849, 47.4257281]]"
